date,bpm,location,calendar_event,people,mood,period,zone,sighes,laughs,speech,notes,photo
12/5/2012 18:05,16.76190476,Gym,Workout,Alone,,Evening,Normal,0,0,3,,
12/5/2012 18:10,17.23809524,Gym,Workout,Alone,,Evening,Normal,0,2,2,,
12/5/2012 18:15,16.85714286,Gym,Workout,Alone,,Evening,Normal,0,2,3,,
12/5/2012 18:20,16.85714286,Gym,Workout,Alone,,Evening,Normal,0,0,2,,
12/5/2012 18:25,16.28571429,Gym,Workout,Alone,,Evening,Normal,0,1,4,,
12/5/2012 18:30,15.80952381,Gym,Workout,Alone,,Evening,Normal,0,1,1,,
12/5/2012 18:35,16.61904762,Gym,Workout,Alone,,Evening,Normal,0,1,4,,
12/5/2012 18:40,16.76190476,Gym,Workout,Alone,,Evening,Normal,0,2,3,,
12/5/2012 18:45,17.28571429,Gym,Workout,Alone,,Evening,Normal,0,0,1,,
12/5/2012 18:50,16.80952381,Gym,Workout,Alone,,Evening,Normal,0,1,2,,
12/5/2012 18:55,16.66666667,Gym,Workout,Alone,,Evening,Normal,0,1,4,,
12/5/2012 19:00,15.33333333,Car,Driving,Alone,#BAD76C-3,Evening,Normal,1,0,0,,
12/5/2012 19:05,14.19047619,Car,Driving,Alone,,Evening,Normal,0,1,1,,
12/5/2012 19:10,14.04761905,Car,Driving,Alone,,Evening,Normal,0,1,0,,
12/5/2012 19:15,13.80952381,Car,Driving,Alone,,Evening,Normal,1,1,1,,
12/5/2012 19:20,13.29004329,Car,Driving,Alone,,Evening,Normal,1,0,1,,
12/5/2012 19:25,11.24242424,Home,Dinner,Alone,,Evening,Normal,1,1,0,,
12/5/2012 19:30,9.480519481,Home,Dinner,Alone,,Evening,Normal,1,0,1,,
12/5/2012 19:35,8.285714286,Home,Dinner,Alone,,Evening,Normal,0,1,0,,
12/5/2012 19:40,8.333333333,Home,Dinner,Alone,,Evening,Normal,0,0,1,,
12/5/2012 19:45,8.666666667,Home,Dinner,Alone,,Evening,Normal,1,0,0,,
12/5/2012 19:50,8.333333333,Home,Dinner,Alone,,Evening,Normal,0,0,0,,
12/5/2012 19:55,9.103896104,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/5/2012 20:00,11.38961039,Home,Computer,Alone,#FAED23-2,Evening,Normal,1,0,0,,
12/5/2012 20:05,13.15151515,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 20:10,14.04761905,Home,Computer,Alone,,Evening,Normal,0,1,1,,
12/5/2012 20:15,13.23809524,Home,Computer,Alone,,Evening,Normal,0,0,0,,
12/5/2012 20:20,13.23809524,Home,Computer,Alone,,Evening,Normal,1,0,0,,
12/5/2012 20:25,12.80952381,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 20:30,11.14285714,Home,Computer,Alone,,Evening,Normal,0,1,1,,
12/5/2012 20:35,9.666666667,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/5/2012 20:40,8.238095238,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/5/2012 20:45,9.0995671,Home,Computer,Alone,,Evening,Normal,0,0,1,,
12/5/2012 20:50,11.29004329,Home,Computer,Alone,,Evening,Normal,0,1,1,,
12/5/2012 20:55,11.52813853,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 21:00,10.47619048,Home,Computer,Alone,#BAD76C-1,Evening,Normal,1,1,1,,
12/5/2012 21:05,9.437229437,Home,Computer,Alone,,Evening,Normal,0,0,0,,
12/5/2012 21:10,11.43722944,Home,Computer,Alone,,Evening,Normal,1,0,0,,
12/5/2012 21:15,13.03463203,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 21:20,12.5021645,Home,Computer,Alone,,Evening,Normal,1,0,0,,
12/5/2012 21:25,9.645021645,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/5/2012 21:30,8.095238095,Home,Computer,Alone,,Evening,Normal,1,0,1,,
12/5/2012 21:35,7.380952381,Home,TV,Alone,,Evening,Calm,1,0,1,,
12/5/2012 21:40,8.238095238,Home,TV,Alone,,Evening,Normal,0,1,1,,
12/5/2012 21:45,10,Home,TV,Alone,,Evening,Normal,0,0,1,,
12/5/2012 21:50,12.28571429,Home,TV,Alone,,Evening,Normal,1,0,1,,
12/5/2012 21:55,12.4025974,Home,TV,Alone,,Evening,Normal,0,1,1,,
12/5/2012 22:00,12.92640693,Home,Computer,Alone,,Evening,Normal,1,0,1,,
12/5/2012 22:05,12.35497835,Home,Computer,Alone,#A41D21-3,Evening,Normal,0,1,1,,
12/5/2012 22:10,13.80952381,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 22:15,13.61904762,Home,Computer,Alone,,Evening,Normal,0,1,0,,
12/5/2012 22:20,14.61904762,Home,Computer,Alone,,Evening,Normal,0,0,0,,
12/5/2012 22:25,12.80952381,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/5/2012 22:30,11.9004329,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 22:35,11.32900433,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/5/2012 22:40,13.37662338,Home,Bed,Alone,,Evening,Normal,1,1,0,,
12/5/2012 22:45,11.9047619,Home,Bed,Alone,,Evening,Normal,0,0,1,,
12/5/2012 22:50,10.19047619,Home,Bed,Alone,,Evening,Normal,0,0,0,,
12/5/2012 22:55,9.376623377,Home,Bed,Alone,,Evening,Normal,1,1,0,,
12/5/2012 23:00,10.84848485,Home,Bed,Alone,,Evening,Normal,1,1,1,,
12/5/2012 23:05,10.70562771,Home,Bed,Alone,,Evening,Normal,1,0,0,,
12/5/2012 23:10,8.852813853,Home,Bed,Alone,,Evening,Normal,1,1,1,,
12/5/2012 23:15,7.761904762,Home,Bed,Alone,,Evening,Calm,1,1,0,,
12/5/2012 23:20,7.523809524,Home,Bed,Alone,,Evening,Calm,1,0,0,,
12/5/2012 23:25,8.476190476,Home,Bed,Alone,,Evening,Normal,1,1,0,,
12/5/2012 23:30,8.80952381,Home,Bed,Alone,,Evening,Normal,0,0,1,,
12/5/2012 23:35,9.285714286,Home,Bed,Alone,,Evening,Normal,0,1,1,,
12/5/2012 23:40,9.428571429,Home,Bed,Alone,,Evening,Normal,0,1,1,,
12/5/2012 23:45,8.904761905,Home,Bed,Alone,,Evening,Normal,0,0,0,,
12/5/2012 23:50,8.523809524,Home,Bed,Alone,,Evening,Normal,0,0,0,,
12/5/2012 23:55,7.904761905,Home,Bed,Alone,,Evening,Calm,1,0,1,,
12/6/2012 9:00,8.142857143,Home,Shower,Alone,,Morning,Normal,0,0,0,,
12/6/2012 9:05,8.285714286,Home,Shower,Alone,,Morning,Normal,1,0,0,,
12/6/2012 9:10,8.904761905,Home,Shower,Alone,,Morning,Normal,1,0,0,,
12/6/2012 9:15,8.523809524,Home,Breakfast,Alone,#BAD76C-4,Morning,Normal,1,0,0,,
12/6/2012 9:20,8.095238095,Home,Breakfast,Alone,,Morning,Normal,0,0,0,,
12/6/2012 9:25,7.380952381,Home,Breakfast,Alone,,Morning,Calm,1,0,0,,
12/6/2012 9:30,7.666666667,Home,Breakfast,Alone,,Morning,Calm,1,0,2,,
12/6/2012 9:35,8.714285714,Car,Driving,Alone,,Morning,Normal,0,0,0,,
12/6/2012 9:40,8.571428571,Car,Driving,Alone,#529742-2,Morning,Normal,0,0,1,,
12/6/2012 9:45,8.761904762,Car,Driving,Alone,,Morning,Normal,1,0,2,,
12/6/2012 9:50,7.714285714,Car,Driving,Alone,,Morning,Calm,0,0,3,,
12/6/2012 9:55,8.333333333,Car,Driving,Alone,,Morning,Normal,1,0,0,,
12/6/2012 10:00,7.80952381,Work,Computer,Co-workers,,Morning,Calm,0,0,4,,
12/6/2012 10:05,9.857142857,Work,Computer,Co-workers,,Morning,Normal,1,0,3,,
12/6/2012 10:10,11.52380952,Work,Computer,Co-workers,,Morning,Normal,1,0,3,,
12/6/2012 10:15,14,Work,Call,Clients,,Morning,Normal,0,0,2,,
12/6/2012 10:20,14.33333333,Work,Call,Clients,,Morning,Normal,0,0,2,,
12/6/2012 10:25,14.19047619,Work,Call,Clients,,Morning,Normal,0,0,2,,
12/6/2012 10:30,14.61904762,Work,Call,Clients,#FAED23-1,Morning,Normal,0,0,0,,
12/6/2012 10:35,14.14285714,Work,Call,Clients,,Morning,Normal,0,0,3,,
12/6/2012 10:40,14.42857143,Work,Call,Clients,,Morning,Normal,0,0,2,,
12/6/2012 10:45,14.61904762,Work,Call,Clients,,Morning,Normal,1,0,2,,
12/6/2012 10:50,15.52380952,Work,Call,Clients,,Morning,Normal,2,0,0,,
12/6/2012 10:55,15.28571429,Work,Call,Clients,,Morning,Normal,0,0,1,,
12/6/2012 11:00,15.14285714,Work,Call,Clients,,Morning,Normal,0,0,0,,
12/6/2012 11:05,14.04761905,Work,Call,Clients,,Morning,Normal,1,0,1,,
12/6/2012 11:10,13.9047619,Work,Call,Clients,,Morning,Normal,3,0,1,,
12/6/2012 11:15,14.04761905,Work,Call,Clients,,Morning,Normal,2,0,0,,
12/6/2012 11:20,14.14285714,Work,Call,Clients,,Morning,Normal,3,0,1,,
12/6/2012 11:25,14.71428571,Work,Call,Clients,,Morning,Normal,3,0,0,,
12/6/2012 11:30,14.76190476,Work,Call,Clients,,Morning,Normal,3,0,0,,
12/6/2012 11:35,14.9047619,Work,Call,Clients,,Morning,Normal,3,0,1,,
12/6/2012 11:40,14.33333333,Work,Call,Clients,,Morning,Normal,1,0,1,,
12/6/2012 11:45,13.66666667,Work,Call,Clients,,Morning,Normal,1,0,1,,
12/6/2012 11:50,14.38095238,Work,Call,Clients,,Morning,Normal,2,0,0,,
12/6/2012 11:55,14.0952381,Work,Call,Clients,,Morning,Normal,0,2,0,,
12/6/2012 12:00,14.61904762,Work,Lunch,Alone,,Afternoon,Normal,1,4,1,,
12/6/2012 12:05,14.23809524,Work,Lunch,Alone,,Afternoon,Normal,1,4,2,,
12/6/2012 12:10,14.66666667,Work,Lunch,Alone,,Afternoon,Normal,0,4,2,,
12/6/2012 12:15,14.19047619,Work,Lunch,Alone,#F79635-3,Afternoon,Normal,0,4,3,,
12/6/2012 12:20,14.14285714,Work,Lunch,Alone,,Afternoon,Normal,1,5,1,,
12/6/2012 12:25,14.66666667,Work,Lunch,Alone,,Afternoon,Normal,1,5,2,,
12/6/2012 12:30,14.47619048,Work,Lunch,Alone,,Afternoon,Normal,0,5,0,,
12/6/2012 12:35,14.42857143,Work,Lunch,Alone,,Afternoon,Normal,1,4,4,,
12/6/2012 12:40,13.47619048,Work,Lunch,Alone,,Afternoon,Normal,1,1,2,,
12/6/2012 12:45,13.85714286,Work,Lunch,Alone,#8CC63E-2,Afternoon,Normal,1,3,4,,
12/6/2012 12:50,13.95238095,Work,Lunch,Alone,,Afternoon,Normal,0,3,0,,
12/6/2012 12:55,14.57142857,Work,Lunch,Alone,,Afternoon,Normal,1,0,1,,
12/6/2012 13:00,13.95238095,Work,Computer,Co-workers,,Afternoon,Normal,1,0,0,,
12/6/2012 13:05,14.28571429,Work,Computer,Co-workers,,Afternoon,Normal,0,0,0,,
12/6/2012 13:10,14.52380952,Work,Computer,Co-workers,,Afternoon,Normal,2,0,0,,
12/6/2012 13:15,13.47619048,Work,Computer,Co-workers,,Afternoon,Normal,0,0,0,,
12/6/2012 13:20,11.04761905,Work,Computer,Co-workers,,Afternoon,Normal,1,0,0,,
12/6/2012 13:25,9.047619048,Work,Computer,Co-workers,,Afternoon,Normal,0,0,0,,
12/6/2012 13:30,8.142857143,Work,Computer,Co-workers,,Afternoon,Normal,0,0,3,,
12/6/2012 13:35,8.380952381,Outside,Walk,Alone,,Afternoon,Normal,1,3,1,,
12/6/2012 13:40,8.476190476,Outside,Walk,Alone,,Afternoon,Normal,1,4,5,,
12/6/2012 13:45,8.857142857,Outside,Walk,Alone,,Afternoon,Normal,0,3,4,,
12/6/2012 13:50,9.428571429,Outside,Walk,Alone,#FAED23-3,Afternoon,Normal,0,4,3,,
12/6/2012 13:55,9.142857143,Outside,Walk,Alone,,Afternoon,Normal,0,3,2,,
12/6/2012 14:00,8.666666667,Outside,Walk,Alone,,Afternoon,Normal,1,1,0,,
12/6/2012 14:05,8.095238095,Work,Computer,Alone,,Afternoon,Normal,0,0,0,,
12/6/2012 14:10,7.380952381,Work,Computer,Alone,,Afternoon,Calm,3,0,1,,
12/6/2012 14:15,7.428571429,Work,Computer,Alone,,Afternoon,Calm,3,0,1,,
12/6/2012 14:20,7.857142857,Work,Computer,Alone,,Afternoon,Calm,1,0,1,,
12/6/2012 14:25,7.80952381,Work,Computer,Alone,,Afternoon,Calm,2,0,1,,
12/6/2012 14:30,7.761904762,Work,Computer,Alone,,Afternoon,Calm,3,0,1,,
12/6/2012 14:35,7.095238095,Work,Computer,Alone,,Afternoon,Calm,2,0,0,,
12/6/2012 14:40,8.238095238,Work,Computer,Alone,,Afternoon,Normal,2,0,0,,
12/6/2012 14:45,9.333333333,Work,Computer,Alone,,Afternoon,Normal,1,0,0,,
12/6/2012 14:50,9.80952381,Work,Computer,Alone,,Afternoon,Normal,0,0,0,,
12/6/2012 14:55,9.047619048,Work,Computer,Alone,,Afternoon,Normal,1,0,0,,
12/6/2012 15:00,8.238095238,Work,Computer,Alone,,Afternoon,Normal,0,0,1,,
12/6/2012 15:05,8.523809524,Work,Computer,Alone,#BAD76C-1,Afternoon,Normal,1,0,0,,
12/6/2012 15:10,9.19047619,Work,Computer,Alone,,Afternoon,Normal,0,0,2,,
12/6/2012 15:15,9.904761905,Work,Computer,Alone,,Afternoon,Normal,0,0,2,,
12/6/2012 15:20,10.17748918,Work,Computer,Alone,,Afternoon,Normal,1,0,5,,
12/6/2012 15:25,12.08225108,Work,Computer,Alone,,Afternoon,Normal,0,0,1,,
12/6/2012 15:30,13.98701299,Work,Computer,Alone,,Afternoon,Normal,1,0,1,,
12/6/2012 15:35,15,Work,Call,Clients,,Afternoon,Normal,0,0,0,,
12/6/2012 15:40,14.85714286,Work,Call,Clients,,Afternoon,Normal,2,0,1,,
12/6/2012 15:45,13.9047619,Work,Call,Clients,,Afternoon,Normal,0,0,1,,
12/6/2012 15:50,14.42857143,Work,Call,Clients,,Afternoon,Normal,3,0,1,,
12/6/2012 15:55,14,Work,Call,Clients,,Afternoon,Normal,3,0,1,,
12/6/2012 16:00,13.85714286,Work,Call,Clients,,Afternoon,Normal,0,0,1,,
12/6/2012 16:05,13.42857143,Work,Call,Clients,,Afternoon,Normal,1,0,1,,
12/6/2012 16:10,13.33333333,Work,Call,Clients,,Afternoon,Normal,3,0,1,,
12/6/2012 16:15,13.95238095,Work,Call,Clients,,Afternoon,Normal,0,0,0,,
12/6/2012 16:20,14,Work,Call,Clients,,Afternoon,Normal,3,0,1,,
12/6/2012 16:25,14.80952381,Work,Call,Clients,,Afternoon,Normal,2,0,1,,
12/6/2012 16:30,14.61904762,Work,Call,Clients,,Afternoon,Normal,3,0,1,,
12/6/2012 16:35,14.19047619,Work,Call,Clients,#F27273-1,Afternoon,Normal,1,0,1,,
12/6/2012 16:40,14.04761905,Work,Call,Clients,,Afternoon,Normal,1,0,2,,
12/6/2012 16:45,13.9047619,Work,Call,Clients,,Afternoon,Normal,0,1,2,,
12/6/2012 16:50,14.61904762,Work,Call,Clients,,Afternoon,Normal,0,0,4,,
12/6/2012 16:55,13.76190476,Work,Call,Clients,,Afternoon,Normal,0,0,2,,
12/6/2012 17:00,14.47619048,Work,Call,Clients,,Evening,Normal,0,1,3,,
12/6/2012 17:05,14.76190476,Gym,Workout,Friends,,Evening,Normal,0,1,2,,
12/6/2012 17:10,14.76190476,Gym,Workout,Friends,,Evening,Normal,0,2,3,,
12/6/2012 17:15,14.19047619,Gym,Workout,Friends,#F79635-1,Evening,Normal,0,1,2,,
12/6/2012 17:20,14.14285714,Gym,Workout,Friends,,Evening,Normal,0,0,2,,
12/6/2012 17:25,15.04761905,Gym,Workout,Friends,,Evening,Normal,0,1,0,,
12/6/2012 17:30,16.71428571,Gym,Workout,Friends,,Evening,Normal,0,0,1,,
12/6/2012 17:35,17.52380952,Gym,Workout,Friends,,Evening,Elevated,0,2,3,,
12/6/2012 17:40,18.33333333,Gym,Workout,Friends,,Evening,Elevated,0,2,1,,
12/6/2012 17:45,17.80952381,Gym,Workout,Friends,,Evening,Elevated,0,1,2,,
12/6/2012 17:50,17.57142857,Gym,Workout,Friends,#F79635-3,Evening,Elevated,0,1,4,,
12/6/2012 17:55,17,Gym,Workout,Friends,,Evening,Normal,0,2,2,,
12/6/2012 18:00,16.71428571,Gym,Workout,Friends,,Evening,Normal,0,2,2,,
12/6/2012 18:05,16.9047619,Gym,Workout,Friends,,Evening,Normal,0,0,3,,
12/6/2012 18:10,16.76190476,Gym,Workout,Friends,,Evening,Normal,0,2,2,,
12/6/2012 18:15,17,Gym,Basketball,Friends,,Evening,Normal,0,2,3,,
12/6/2012 18:20,16.80952381,Gym,Basketball,Friends,,Evening,Normal,0,0,2,,
12/6/2012 18:25,16.71428571,Gym,Basketball,Friends,,Evening,Normal,0,1,4,,
12/6/2012 18:30,17.19047619,Gym,Basketball,Friends,,Evening,Normal,0,1,1,,
12/6/2012 18:35,16.52380952,Gym,Basketball,Friends,,Evening,Normal,0,1,4,,
12/6/2012 18:40,15.95238095,Gym,Basketball,Friends,,Evening,Normal,0,2,3,,
12/6/2012 18:45,15.0952381,Gym,Basketball,Friends,,Evening,Normal,0,0,1,,http://3.bp.blogspot.com/-yDrtx3EHHjA/TbeJJOCuM5I/AAAAAAAAA8s/RHPQWDLlWv0/s1600/basketball2.jpg
12/6/2012 18:50,14.85714286,Gym,Basketball,Friends,,Evening,Normal,0,1,2,,
12/6/2012 18:55,15.28571429,Gym,Basketball,Friends,#BAD76C-4,Evening,Normal,0,1,4,,
12/6/2012 19:00,14.76190476,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,0,0,,
12/6/2012 19:05,14.71428571,Restaurant,Dinner,Girlfriend,,Evening,Normal,0,1,1,,
12/6/2012 19:10,14.76190476,Restaurant,Dinner,Girlfriend,,Evening,Normal,0,1,0,,
12/6/2012 19:15,15.23809524,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,1,1,,
12/6/2012 19:20,14.76190476,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,0,1,,
12/6/2012 19:25,14.9047619,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,1,0,,
12/6/2012 19:30,14.33333333,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,0,1,,
12/6/2012 19:35,14.95238095,Restaurant,Dinner,Girlfriend,,Evening,Normal,0,1,0,,
12/6/2012 19:40,14.57142857,Restaurant,Dinner,Girlfriend,#BAD76C-3,Evening,Normal,0,0,1,,
12/6/2012 19:45,15.04761905,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,0,0,,
12/6/2012 19:50,14.52380952,Restaurant,Dinner,Girlfriend,,Evening,Normal,0,0,0,,
12/6/2012 19:55,14.71428571,Restaurant,Dinner,Girlfriend,,Evening,Normal,1,1,1,,
12/6/2012 20:00,14.33333333,Home,Computer,Alone,,Evening,Normal,1,0,0,,
12/6/2012 20:05,14.38095238,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 20:10,11.61904762,Home,Computer,Alone,,Evening,Normal,0,1,1,,
12/6/2012 20:15,10.14285714,Home,Computer,Alone,,Evening,Normal,0,0,0,,
12/6/2012 20:20,8.904761905,Home,Computer,Alone,,Evening,Normal,1,0,0,,
12/6/2012 20:25,9.142857143,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 20:30,8.571428571,Home,Computer,Alone,#FAED23-2,Evening,Normal,0,1,1,,
12/6/2012 20:35,7.571428571,Home,Computer,Alone,,Evening,Calm,1,1,1,,
12/6/2012 20:40,8.333333333,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/6/2012 20:45,8,Home,TV,Alone,,Evening,Normal,0,0,1,,
12/6/2012 20:50,8.095238095,Home,TV,Alone,,Evening,Normal,0,1,1,,
12/6/2012 20:55,7.523809524,Home,TV,Alone,,Evening,Calm,1,1,0,,
12/6/2012 21:00,8.142857143,Home,TV,Alone,,Evening,Normal,1,1,1,,
12/6/2012 21:05,8.523809524,Home,TV,Alone,,Evening,Normal,0,0,0,,
12/6/2012 21:10,8.761904762,Home,TV,Alone,,Evening,Normal,1,0,0,,
12/6/2012 21:15,8.047619048,Home,TV,Alone,,Evening,Normal,1,1,0,,
12/6/2012 21:20,8.476190476,Home,TV,Alone,,Evening,Normal,1,0,0,,
12/6/2012 21:25,8,Home,TV,Alone,,Evening,Normal,1,1,1,,
12/6/2012 21:30,7.904761905,Home,TV,Alone,,Evening,Calm,1,0,1,,
12/6/2012 21:35,8.333333333,Home,TV,Alone,,Evening,Normal,1,0,1,,
12/6/2012 21:40,9.584415584,Home,TV,Alone,,Evening,Normal,0,1,1,,
12/6/2012 21:45,10.63636364,Home,TV,Alone,#BAD76C-1,Evening,Normal,0,0,1,,
12/6/2012 21:50,10.96969697,Home,TV,Alone,,Evening,Normal,1,0,1,,
12/6/2012 21:55,11.18181818,Home,TV,Alone,,Evening,Normal,0,1,1,,
12/6/2012 22:00,11.51515152,Home,TV,Alone,,Evening,Normal,1,0,1,,
12/6/2012 22:05,11.45454545,Home,TV,Alone,,Evening,Normal,0,1,1,,
12/6/2012 22:10,11.3030303,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 22:15,10.93939394,Home,Computer,Alone,,Evening,Normal,0,1,0,,
12/6/2012 22:20,10.96969697,Home,Computer,Alone,,Evening,Normal,0,0,0,,
12/6/2012 22:25,10.72727273,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/6/2012 22:30,10.93939394,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 22:35,10.18181818,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 22:40,10.09090909,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 22:45,9.909090909,Home,Computer,Alone,,Evening,Normal,0,0,1,,
12/6/2012 22:50,10.51515152,Home,Computer,Alone,,Evening,Normal,0,0,0,,
12/6/2012 22:55,10.36363636,Home,Computer,Alone,,Evening,Normal,1,1,0,,
12/6/2012 23:00,10.16883117,Home,Computer,Alone,,Evening,Normal,1,1,1,,
12/6/2012 23:05,9.493506494,Home,Bed,Alone,,Evening,Normal,1,0,0,,
12/6/2012 23:10,9.380952381,Home,Bed,Alone,,Evening,Normal,1,1,1,,
12/6/2012 23:15,9.380952381,Home,Bed,Alone,#BAD76C-4,Evening,Normal,1,1,0,,
12/6/2012 23:20,9.523809524,Home,Bed,Alone,,Evening,Normal,1,0,0,,
12/6/2012 23:25,9.19047619,Home,Bed,Alone,,Evening,Normal,1,1,0,,
12/6/2012 23:30,9.095238095,Home,Bed,Alone,,Evening,Normal,0,0,1,,
12/6/2012 23:35,9.095238095,Home,Bed,Alone,,Evening,Normal,0,1,1,,
12/6/2012 23:40,9.619047619,Home,Bed,Alone,,Evening,Normal,0,1,1,,
12/6/2012 23:45,9.428571429,Home,Bed,Alone,,Evening,Normal,0,0,0,,
12/6/2012 23:50,8.857142857,Home,Bed,Alone,#529742-2,Evening,Normal,0,0,0,,
12/6/2012 23:55,8.476190476,Home,Bed,Alone,,Evening,Normal,1,0,1,,
12/7/2012 9:00,6.714285714,Home,Shower,Alone,,Morning,Calm,0,0,0,,
12/7/2012 9:05,7.928571429,Home,Shower,Alone,,Morning,Calm,1,0,0,,
12/7/2012 9:10,8.19047619,Home,Shower,Alone,,Morning,Normal,1,0,0,,
12/7/2012 9:15,8.904761905,Home,Breakfast,Alone,,Morning,Normal,1,0,0,,
12/7/2012 9:20,8.571428571,Home,Breakfast,Alone,,Morning,Normal,0,0,0,,
12/7/2012 9:25,8.047619048,Home,Breakfast,Alone,,Morning,Normal,1,0,0,,
12/7/2012 9:30,8,Home,Breakfast,Alone,,Morning,Normal,1,0,2,,
12/7/2012 9:35,7.904761905,Car,Driving,Alone,,Morning,Calm,0,0,0,,
12/7/2012 9:40,8.142857143,Car,Driving,Alone,,Morning,Normal,0,0,1,,
12/7/2012 9:45,8.619047619,Car,Driving,Alone,,Morning,Normal,1,0,2,,
12/7/2012 9:50,8.857142857,Car,Driving,Alone,,Morning,Normal,0,0,3,,
12/7/2012 9:55,9.047619048,Car,Driving,Alone,,Morning,Normal,1,0,0,,
12/7/2012 10:00,8.095238095,Work,Computer,Co-workers,,Morning,Normal,0,0,4,,
12/7/2012 10:05,8.095238095,Work,Computer,Co-workers,,Morning,Normal,1,0,3,,
12/7/2012 10:10,8,Work,Computer,Co-workers,,Morning,Normal,1,0,3,,
12/7/2012 10:15,8.380952381,Work,Computer,Co-workers,,Morning,Normal,0,0,2,,
12/7/2012 10:20,7.857142857,Work,Computer,Co-workers,,Morning,Calm,0,0,2,,
12/7/2012 10:25,8,Work,Computer,Co-workers,,Morning,Normal,0,0,2,,
12/7/2012 10:30,8.333333333,Work,Computer,Co-workers,,Morning,Normal,0,0,0,,
12/7/2012 10:35,11.42857143,Work,Computer,Co-workers,,Morning,Normal,0,0,3,,
12/7/2012 10:40,14.04761905,Work,Computer,Co-workers,,Morning,Normal,0,0,2,,
12/7/2012 10:45,16,Work,Computer,Co-workers,,Morning,Normal,1,0,2,,
12/7/2012 10:50,16.0952381,Work,Meeting,Boss,,Morning,Normal,2,0,0,,
12/7/2012 10:55,16.33333333,Work,Meeting,Boss,,Morning,Normal,0,0,1,,
12/7/2012 11:00,17.19047619,Work,Meeting,Boss,,Morning,Normal,0,0,0,,
12/7/2012 11:05,17.14285714,Work,Meeting,Boss,#BAD76C-2,Morning,Normal,1,0,1,,
12/7/2012 11:10,16.85714286,Work,Meeting,Boss,,Morning,Normal,3,0,1,,
12/7/2012 11:15,16.19047619,Work,Meeting,Boss,,Morning,Normal,2,0,0,,
12/7/2012 11:20,16.66666667,Work,Meeting,Boss,,Morning,Normal,3,0,1,,
12/7/2012 11:25,16.84920635,Work,Meeting,Boss,,Morning,Normal,3,0,0,,
12/7/2012 11:30,17.95238095,Work,Meeting,Boss,,Morning,Elevated,3,0,0,,
12/7/2012 11:35,18.61111111,Work,Meeting,Boss,,Morning,Elevated,3,0,1,,
12/7/2012 11:40,18.77777778,Work,Meeting,Boss,,Morning,Elevated,1,0,1,,
12/7/2012 11:45,18.83333333,Work,Meeting,Boss,,Morning,Elevated,1,0,1,,
12/7/2012 11:50,17.75,Work,Meeting,Boss,,Morning,Elevated,2,0,0,,
12/7/2012 11:55,18.33333333,Work,Meeting,Boss,,Morning,Elevated,0,2,0,,
12/7/2012 12:00,18.44444444,Work,Meeting,Clients,#F79635-3,Afternoon,Elevated,1,4,1,,
12/7/2012 12:05,18.69444444,Work,Meeting,Clients,,Afternoon,Elevated,1,4,2,,
12/7/2012 12:10,18.97222222,Work,Meeting,Clients,,Afternoon,Elevated,0,4,2,,
12/7/2012 12:15,19.08333333,Work,Meeting,Clients,,Afternoon,Elevated,0,4,3,,
12/7/2012 12:20,19.72222222,Work,Meeting,Clients,,Afternoon,Elevated,1,5,1,,
12/7/2012 12:25,18.97222222,Work,Meeting,Clients,,Afternoon,Elevated,1,5,2,,
12/7/2012 12:30,18.16666667,Work,Meeting,Clients,,Afternoon,Elevated,0,5,0,,
12/7/2012 12:35,18.13888889,Work,Meeting,Clients,,Afternoon,Elevated,1,4,4,,
12/7/2012 12:40,18.38888889,Work,Meeting,Clients,,Afternoon,Elevated,1,1,2,,
12/7/2012 12:45,19.19444444,Work,Meeting,Clients,,Afternoon,Elevated,1,3,4,,
12/7/2012 12:50,18.41666667,Work,Meeting,Clients,,Afternoon,Elevated,0,3,0,,
